RetentionTime	RAW_ID	CCs	Detector	Polarity	MS dimension	Fragment name	Structure information	Lipid species	Molecular lipid species	Lipid class	MS2 Precursor m/z	MS2 Activation	MS3 Precursor m/z	MS3 Activation	Intensity	Target m/z	Measured m/z	Applied m/z correction	Corrected measured m/z	m/z offset	ppmerror	Calibration m/z offset	Is apex	Adduct	Lipid ID	Lipid category	Conflicts	Charge	C index of lipid species	DB index of lipid species	OH index of lipid species	Sum composition of lipid species	Sum formula of lipid species	C index of structure information	DB index of structure information	OH index of structure information	Sum composition of structure information	Sum formula of structure information	MS2 collision energy	MS3 collision energy	Range ID
20.08	File_302.4578641389808_20.08	302.4578641389808	FTMS	+	ms2	-FA 28:3(KE)	FA 28:3	PC 45:6	PC 17:3-28:3	PC	904.678982	cid			514.9215	504.308466	227.12731854324105	-0.0	227.12731854324105	-277.18114745675894	-1220377.8446140045	0.0	YES	+H+	11825300000000	Glycerophospholipid		1	45	6		45:6	C53H95NO8P	28	3	0	28:3	C25H47NO7P	33.00	null	FTMS + p NSI d Full ms2 904.63568@cid33.00 [155.10550682262152-628.5421043310338]
13.9	File_265.45659146667157_13.90	265.45659146667157	FTMS	+	ms2	-FA 13:0(KE)	FA 13:0	PC 29:0	PC 13:0-16:0	PC	692.522482	cid			77.0	496.339767	496.335696844302	-0.0	496.335696844302	-0.004070155698002509	-8.200408964901222	0.0	YES	+H+	11805100000000	Glycerophospholipid		1	29	0		29:0	C37H75NO8P	13	0	0	13:0	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 692.47829@cid33.00 [48.626502564951615-1144.5980102196836]
10.62	File_259.9779696954879_10.62	259.9779696954879	FTMS	+	ms2	-FA 22:2(KE)	FA 22:2	PC 31:2	PC 9:0-22:2	PC	716.522482	cid			258.79794	398.230216	383.2043344812137	-0.0	383.2043344812137	-15.025881518786264	-39211.14707412814	0.0	YES	+H+	11807500000000	Glycerophospholipid		1	31	2		31:2	C39H75NO8P	22	2	0	22:2	C17H37NO7P	33.00	null	FTMS + p NSI d Full ms2 716.49359@cid33.00 [184.07300806444363-717.4400479824044]
13.7	File_264.9812632790608_13.70	264.9812632790608	FTMS	+	ms2	-FA 20:2(KE)	FA 20:2	PC 28:2	PC 8:0-20:2	PC	674.475532	cid			2618.5193	384.214566	383.20629285575694	-0.0	383.20629285575694	-1.0082731442430486	-2631.1497567775423	0.0	YES	+H+	11803600000000	Glycerophospholipid		1	28	2		28:2	C36H69NO8P	20	2	0	20:2	C16H35NO7P	33.00	null	FTMS + p NSI d Full ms2 674.48365@cid33.00 [171.10166348705107-640.4516620239212]
23.05	File_378.9856404069776_23.05	378.9856404069776	FTMS	+	ms2	-FA 27:2(FA)	FA 27:2	PC 31:2	PC 4:0-27:2	PC	733.549031	cid			9.0	327.16795	327.1640485517196	-0.0	327.1640485517196	-0.003901448280430486	-11.925051966135355	0.0	REJECT	+NH4+	11807500000000	Glycerophospholipid		1	31	2		31:2	C39H78N2O8P	27	2	0	27:2	C12H28N2O6P	33.00	null	FTMS + p NSI d Full ms2 733.55902@cid33.00 [46.657510672894624-1544.5778343017114]
23.05	File_361.8517363196869_23.05	361.8517363196869	FTMS	+	ms2	-FA 27:2(FA)	FA 27:2	PC 31:2	PC 4:0-27:2	PC	733.549031	cid			9.0	327.16795	327.1640485517196	-0.0	327.1640485517196	-0.003901448280430486	-11.925051966135355	0.0	REJECT	+NH4+	11807500000000	Glycerophospholipid		1	31	2		31:2	C39H78N2O8P	27	2	0	27:2	C12H28N2O6P	33.00	null	FTMS + p NSI d Full ms2 733.55902@cid33.00 [46.657510672894624-1544.5778343017114]
21.46	File_295.4502220964247_21.46	295.4502220964247	FTMS	+	ms2	-FA 20:4(FA)	FA 20:4	PC 38:4	PC 18:0-20:4	PC	810.600732	cid			329.58197	506.360502	506.35937972900894	-0.0	506.35937972900894	-0.0011222709910612139	-2.216352724939796	0.0	YES	+H+	11816400000000	Glycerophospholipid		1	38	4		38:4	C46H85NO8P	20	4	0	20:4	C26H53NO6P	33.00	null	FTMS + p NSI d Full ms2 810.60157@cid33.00 [166.06206722395916-813.7220028691763]
21.46	File_295.4502220964247_21.46	295.4502220964247	FTMS	+	ms2	-FA 18:0(KE)	FA 18:0	PC 38:4	PC 18:0-20:4	PC	810.600732	cid			320.041	544.339766	526.3354204692863	-0.0	526.3354204692863	-18.00434553071375	-34206.98062589229	0.0	YES	+H+	11816400000000	Glycerophospholipid		1	38	4		38:4	C46H85NO8P	18	0	0	18:0	C28H51NO7P	33.00	null	FTMS + p NSI d Full ms2 810.60157@cid33.00 [166.06206722395916-813.7220028691763]
21.46	File_295.4502220964247_21.46	295.4502220964247	FTMS	+	ms2	-FA 20:4(KE)	FA 20:4	PC 38:4	PC 18:0-20:4	PC	810.600732	cid			1249.1332	524.371066	524.3695544409591	-0.0	524.3695544409591	-0.0015115590409777724	-2.8826216704920555	0.0	YES	+H+	11816400000000	Glycerophospholipid		1	38	4		38:4	C46H85NO8P	20	4	0	20:4	C26H55NO7P	33.00	null	FTMS + p NSI d Full ms2 810.60157@cid33.00 [166.06206722395916-813.7220028691763]
24.24	File_322.29314618276123_24.24	322.29314618276123	FTMS	+	ms2	-FA 19:4(KE)	FA 19:4	PC 46:5	PC 19:4-27:1	PC	920.710283	cid			322.49942	648.496267	575.5016004543642	-0.0	575.5016004543642	-72.99466654563582	-126836.60043344069	0.0	YES	+H+	11826700000000	Glycerophospholipid		1	46	5		46:5	C54H99NO8P	19	4	0	19:4	C35H71NO7P	33.00	null	FTMS + p NSI d Full ms2 920.74091@cid33.00 [54.54951854863548-921.6581650194734]
20.55	File_389.5218989221726_20.55	389.5218989221726	FTMS	+	ms2	-FA 28:0(KE)	FA 28:0	PC 38:4	PC 10:4-28:0	PC	810.600732	cid			9.0	404.183266	404.1800989037918	-0.0	404.1800989037918	-0.0031670962081875587	-7.835853909624165	0.0	REJECT	+H+	11816400000000	Glycerophospholipid		1	38	4		38:4	C46H85NO8P	28	0	0	28:0	C18H31NO7P	33.00	null	FTMS + p NSI d Full ms2 810.60153@cid33.00 [70.6643522010358-1462.7356602944449]
16.75	File_274.3672509763034_16.75	274.3672509763034	FTMS	+	ms2	-FA 22:2(KE)	FA 22:2	PC 32:2	PC 10:0-22:2	PC	730.538132	cid			202.50462	412.245866	412.2425055602997	-0.0	412.2425055602997	-0.0033604397002591213	-8.151608955732929	0.0	REJECT	+H+	11808800000000	Glycerophospholipid		1	32	2		32:2	C40H77NO8P	22	2	0	22:2	C18H39NO7P	33.00	null	FTMS + p NSI d Full ms2 730.54447@cid33.00 [171.10128399321908-730.527920769665]
21.84	File_279.53342842682946_21.84	279.53342842682946	FTMS	+	ms2	-FA 21:6(KE)	FA 21:6	PC 34:6	PC 13:0-21:6	PC	750.506832	cid			9.0	454.292816	454.287908110098	-0.0	454.287908110098	-0.004907889902028728	-10.803479059009616	0.0	REJECT	+H+	11811000000000	Glycerophospholipid		1	34	6		34:6	C42H73NO8P	21	6	0	21:6	C21H45NO7P	33.00	null	FTMS + p NSI d Full ms2 750.54391@cid33.00 [359.2549405564441-1479.5433907719043]
9.53	File_263.7496119726703_9.53	263.7496119726703	FTMS	+	ms2	-FA 15:0(FA)	FA 15:0	PC 30:2	PC 15:0-15:2	PC	702.506832	cid			7.2640753	460.282252	460.2822801576396	-0.0	460.2822801576396	2.815763957642048E-5	0.06117471992790363	0.0	REJECT	+H+	11806200000000	Glycerophospholipid		1	30	2		30:2	C38H73NO8P	15	0	0	15:0	C23H43NO6P	33.00	null	FTMS + p NSI d Full ms2 702.53572@cid33.00 [79.98893999113965-703.541787441798]
11.98	File_257.6444025647416_11.98	257.6444025647416	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 26:2	PC 8:0-18:2	PC	646.444231	cid			1574.4878	384.214565	383.2061389956971	-0.0	383.2061389956971	-1.008426004302919	-2631.5497109357175	0.0	YES	+H+	11801000000000	Glycerophospholipid		1	26	2		26:2	C34H65NO8P	18	2	0	18:2	C16H35NO7P	33.00	null	FTMS + p NSI d Full ms2 646.45259@cid33.00 [171.10161428335581-612.4213570978418]
22.55	File_291.27621205473514_22.55	291.27621205473514	FTMS	+	ms2	-FA 16:0(FA)	FA 16:0	PC 34:0	PC 16:0-18:0	PC	762.600732	cid			594.2036	506.360502	185.07559572731083	-0.0	185.07559572731083	-321.28490627268917	-1735965.8090527952	0.0	YES	+H+	11811600000000	Glycerophospholipid		1	34	0		34:0	C42H85NO8P	16	0	0	16:0	C26H53NO6P	33.00	null	FTMS + p NSI d Full ms2 762.60082@cid33.00 [166.06149855654985-763.6005999105009]
22.55	File_291.27621205473514_22.55	291.27621205473514	FTMS	+	ms2	-FA 18:0(FA)	FA 18:0	PC 34:0	PC 16:0-18:0	PC	762.600732	cid			594.2036	478.329202	185.07559572731083	-0.0	185.07559572731083	-293.2536062726892	-1584507.1583871443	0.0	YES	+H+	11811600000000	Glycerophospholipid		1	34	0		34:0	C42H85NO8P	18	0	0	18:0	C24H49NO6P	33.00	null	FTMS + p NSI d Full ms2 762.60082@cid33.00 [166.06149855654985-763.6005999105009]
22.55	File_291.27621205473514_22.55	291.27621205473514	FTMS	+	ms2	-FA 16:0(KE)	FA 16:0	PC 34:0	PC 16:0-18:0	PC	762.600732	cid			594.2036	524.371066	185.07559572731083	-0.0	185.07559572731083	-339.2954702726892	-1833280.443806351	0.0	YES	+H+	11811600000000	Glycerophospholipid		1	34	0		34:0	C42H85NO8P	16	0	0	16:0	C26H55NO7P	33.00	null	FTMS + p NSI d Full ms2 762.60082@cid33.00 [166.06149855654985-763.6005999105009]
22.45	File_330.4916300715762_22.45	330.4916300715762	FTMS	+	ms2	-FA 18:0(FA)	FA 18:0	PC 40:4	PC 18:0-22:4	PC	838.632032	cid			37.625443	554.360502	554.3615789265324	-0.0	554.3615789265324	0.0010769265323915533	1.9426428044975943	0.0	|\|	+H+	11819000000000	Glycerophospholipid		1	40	4		40:4	C48H89NO8P	18	0	0	18:0	C30H53NO6P	33.00	null	FTMS + p NSI d Full ms2 838.63181@cid33.00 [184.08020086530422-839.6386929442019]
22.45	File_300.7799441168655_22.45	300.7799441168655	FTMS	+	ms2	-FA 18:0(FA)	FA 18:0	PC 40:4	PC 18:0-22:4	PC	838.632032	cid			37.625443	554.360502	554.3615789265324	-0.0	554.3615789265324	0.0010769265323915533	1.9426428044975943	0.0	|\|	+H+	11819000000000	Glycerophospholipid		1	40	4		40:4	C48H89NO8P	18	0	0	18:0	C30H53NO6P	33.00	null	FTMS + p NSI d Full ms2 838.63181@cid33.00 [184.08020086530422-839.6386929442019]
23.14	File_299.294208240393_23.14	299.294208240393	FTMS	+	ms2	-FA 20:0(FA)	FA 20:0	PC 38:2	PC 18:2-20:0	PC	814.632032	cid			1178.2063	502.329201	383.2431123624475	-0.0	383.2431123624475	-119.0860886375525	-310732.4953694883	0.0	YES	+H+	11816600000000	Glycerophospholipid		1	38	2		38:2	C46H89NO8P	20	0	0	20:0	C26H49NO6P	33.00	null	FTMS + p NSI d Full ms2 814.63834@cid33.00 [184.0832482958202-814.6337968927078]
9.55	File_256.9658812671838_9.55	256.9658812671838	FTMS	+	ms2	-FA 11:5(FA)	FA 11:5	PC 27:5	PC 11:5-16:0	PC	654.412931	cid			91.0	478.329201	222.07918607106447	-0.0	222.07918607106447	-256.25001492893557	-1153867.7688008843	0.0	YES	+H+	11802000000000	Glycerophospholipid		1	27	5		27:5	C35H61NO8P	11	5	0	11:5	C24H49NO6P	33.00	null	FTMS + p NSI d Full ms2 654.43459@cid33.00 [184.07311010907839-1367.9584508557275]
22.51	File_279.74991538225123_22.51	279.74991538225123	FTMS	+	ms2	-FA 15:1(KE)	FA 15:1	PC 30:2	PC 15:1-15:1	PC	719.533381	cid			9.0	497.335016	497.3395141255752	-0.0	497.3395141255752	0.0044981255751963545	9.044376019679396	0.0	REJECT	+NH4+	11806200000000	Glycerophospholipid		1	30	2		30:2	C38H76N2O8P	15	1	0	15:1	C23H50N2O7P	33.00	null	FTMS + p NSI d Full ms2 719.54276@cid33.00 [55.26749908264344-719.5499462093524]
19.88	File_286.2073299224588_19.88	286.2073299224588	FTMS	+	ms2	-FA 16:0(FA)	FA 16:0	PC 34:2	PC 16:0-18:2	PC	758.569432	cid			746.6297	502.329202	502.3286399523306	-0.0	502.3286399523306	-5.620476694048193E-4	-1.1188843810660603	0.0	YES	+H+	11811400000000	Glycerophospholipid		1	34	2		34:2	C42H81NO8P	16	0	0	16:0	C26H49NO6P	33.00	null	FTMS + p NSI d Full ms2 758.57062@cid33.00 [153.2362776461485-764.1634190345922]
19.88	File_286.2073299224588_19.88	286.2073299224588	FTMS	+	ms2	-FA 18:2(FA)	FA 18:2	PC 34:2	PC 16:0-18:2	PC	758.569432	cid			464.8973	478.329202	478.32874358430854	-0.0	478.32874358430854	-4.5841569146887196E-4	-0.9583695264344347	0.0	YES	+H+	11811400000000	Glycerophospholipid		1	34	2		34:2	C42H81NO8P	18	2	0	18:2	C24H49NO6P	33.00	null	FTMS + p NSI d Full ms2 758.57062@cid33.00 [153.2362776461485-764.1634190345922]
19.88	File_286.2073299224588_19.88	286.2073299224588	FTMS	+	ms2	-FA 16:1(FA)	FA 16:1	PC 34:2	PC 16:1-18:1	PC	758.569432	cid			21.542667	504.344852	504.3443838159019	-0.0	504.3443838159019	-4.6818409811066886E-4	-0.9283023924413671	0.0	YES	+H+	11811400000000	Glycerophospholipid		1	34	2		34:2	C42H81NO8P	16	1	0	16:1	C26H51NO6P	33.00	null	FTMS + p NSI d Full ms2 758.57062@cid33.00 [153.2362776461485-764.1634190345922]
19.88	File_286.2073299224588_19.88	286.2073299224588	FTMS	+	ms2	-FA 18:1(FA)	FA 18:1	PC 34:2	PC 16:1-18:1	PC	758.569432	cid			7.946621	476.313552	476.3127972708017	-0.0	476.3127972708017	-7.547291983200921E-4	-1.5845242929532297	0.0	|\|	+H+	11811400000000	Glycerophospholipid		1	34	2		34:2	C42H81NO8P	18	1	0	18:1	C24H47NO6P	33.00	null	FTMS + p NSI d Full ms2 758.57062@cid33.00 [153.2362776461485-764.1634190345922]
19.88	File_286.2073299224588_19.88	286.2073299224588	FTMS	+	ms2	-FA 16:0(KE)	FA 16:0	PC 34:2	PC 16:0-18:2	PC	758.569432	cid			321.6869	520.339766	520.3366879332285	-0.0	520.3366879332285	-0.0030780667715362142	-5.915529008270128	0.0	YES	+H+	11811400000000	Glycerophospholipid		1	34	2		34:2	C42H81NO8P	16	0	0	16:0	C26H51NO7P	33.00	null	FTMS + p NSI d Full ms2 758.57062@cid33.00 [153.2362776461485-764.1634190345922]
19.88	File_286.2073299224588_19.88	286.2073299224588	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 34:2	PC 16:0-18:2	PC	758.569432	cid			2160.677	496.339766	496.33914570909764	-0.0	496.33914570909764	-6.202909023613756E-4	-1.2497319780715537	0.0	YES	+H+	11811400000000	Glycerophospholipid		1	34	2		34:2	C42H81NO8P	18	2	0	18:2	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 758.57062@cid33.00 [153.2362776461485-764.1634190345922]
19.88	File_286.2073299224588_19.88	286.2073299224588	FTMS	+	ms2	-FA 18:1(KE)	FA 18:1	PC 34:2	PC 16:1-18:1	PC	758.569432	cid			38.980568	494.324116	494.324764492068	-0.0	494.324764492068	6.484920680236428E-4	1.3118745298750827	0.0	|\|	+H+	11811400000000	Glycerophospholipid		1	34	2		34:2	C42H81NO8P	18	1	0	18:1	C24H49NO7P	33.00	null	FTMS + p NSI d Full ms2 758.57062@cid33.00 [153.2362776461485-764.1634190345922]
16.58	File_278.9893073398331_16.58	278.9893073398331	FTMS	+	ms2	-FA 18:0(KE)	FA 18:0	PC 33:4	PC 15:4-18:0	PC	740.522482	cid			37.0	474.261516	474.25979723643803	-0.0	474.25979723643803	-0.0017187635619393404	-3.624097112921562	0.0	REJECT	+H+	11809900000000	Glycerophospholipid		1	33	4		33:4	C41H75NO8P	18	0	0	18:0	C23H41NO7P	33.00	null	FTMS + p NSI d Full ms2 740.56892@cid33.00 [134.71957594980537-1430.9461010611922]
18.75	File_296.0878361213792_18.75	296.0878361213792	FTMS	+	ms2	-FA 22:2(FA)	FA 22:2	PC 40:3	PC 18:1-22:2	PC	840.647682	cid			42.886322	504.344851	227.12939202051223	-0.0	227.12939202051223	-277.2154589794878	-1220517.7696880912	0.0	YES	+H+	11819100000000	Glycerophospholipid		1	40	3		40:3	C48H91NO8P	22	2	0	22:2	C26H51NO6P	33.00	null	FTMS + p NSI d Full ms2 840.65284@cid33.00 [184.0714677305837-1173.518881466269]
20.7	File_275.9168798628834_20.70	275.9168798628834	FTMS	+	ms2	-FA 18:2(FA)	FA 18:2	PC 33:3	PC 15:1-18:2	PC	742.538132	cid			117.69974	462.297902	462.29629597494255	-0.0	462.29629597494255	-0.001606025057469651	-3.474016710609122	0.0	YES	+H+	11810000000000	Glycerophospholipid		1	33	3		33:3	C41H77NO8P	18	2	0	18:2	C23H45NO6P	33.00	null	FTMS + p NSI d Full ms2 742.53876@cid33.00 [161.1319947960513-742.5375094887834]
20.7	File_275.9168798628834_20.70	275.9168798628834	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 33:3	PC 15:1-18:2	PC	742.538132	cid			45.642918	480.308466	480.30618403198605	-0.0	480.30618403198605	-0.0022819680139605225	-4.751069400781553	0.0	REJECT	+H+	11810000000000	Glycerophospholipid		1	33	3		33:3	C41H77NO8P	18	2	0	18:2	C23H47NO7P	33.00	null	FTMS + p NSI d Full ms2 742.53876@cid33.00 [161.1319947960513-742.5375094887834]
22.5	File_299.809036406019_22.50	299.809036406019	FTMS	+	ms2	-FA 20:1(FA)	FA 20:1	PC 39:1	PC 19:0-20:1	PC	830.663332	cid			2689.641	520.376152	227.1281746880485	-0.0	227.1281746880485	-293.24797731195156	-1291112.2880933464	0.0	YES	+H+	11818000000000	Glycerophospholipid		1	39	1		39:1	C47H93NO8P	20	1	0	20:1	C27H55NO6P	33.00	null	FTMS + p NSI d Full ms2 830.63519@cid33.00 [153.0899846875866-655.4940197445105]
22.5	File_299.809036406019_22.50	299.809036406019	FTMS	+	ms2	-FA 21:1(KE)	FA 21:1	PC 39:1	PC 18:0-21:1	PC	830.663332	cid			2689.641	524.371066	227.1281746880485	-0.0	227.1281746880485	-297.24289131195155	-1308701.0967274439	0.0	YES	+H+	11818000000000	Glycerophospholipid		1	39	1		39:1	C47H93NO8P	21	1	0	21:1	C26H55NO7P	33.00	null	FTMS + p NSI d Full ms2 830.63519@cid33.00 [153.0899846875866-655.4940197445105]
12.59	File_257.93966576027213_12.59	257.93966576027213	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 27:2	PC 9:0-18:2	PC	660.459882	cid			8050.2544	398.230216	397.2226681056017	-0.0	397.2226681056017	-1.0075478943982716	-2536.4813624644776	0.0	YES	+H+	11802300000000	Glycerophospholipid		1	27	2		27:2	C35H67NO8P	18	2	0	18:2	C17H37NO7P	33.00	null	FTMS + p NSI d Full ms2 660.46833@cid33.00 [171.1016764610669-626.4356899294997]
22.44	File_294.2897663331189_22.44	294.2897663331189	FTMS	+	ms2	-FA 19:0(FA)	FA 19:0	PC 37:2	PC 18:2-19:0	PC	800.616382	cid			73.71628	502.329202	502.3284803036495	-0.0	502.3284803036495	-7.216963505243257E-4	-1.436702036261356	0.0	|/|	+H+	11815300000000	Glycerophospholipid		1	37	2		37:2	C45H87NO8P	19	0	0	19:0	C26H49NO6P	33.00	null	FTMS + p NSI d Full ms2 800.61654@cid33.00 [184.07267776679512-801.6181882913415]
22.44	File_294.2897663331189_22.44	294.2897663331189	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 37:2	PC 18:2-19:0	PC	800.616382	cid			224.07535	538.386716	538.3871143807971	-0.0	538.3871143807971	3.983807971508213E-4	0.7399523252130614	0.0	YES	+H+	11815300000000	Glycerophospholipid		1	37	2		37:2	C45H87NO8P	18	2	0	18:2	C27H57NO7P	33.00	null	FTMS + p NSI d Full ms2 800.61654@cid33.00 [184.07267776679512-801.6181882913415]
21.86	File_287.4168913056589_21.86	287.4168913056589	FTMS	+	ms2	-FA 18:1(KE)	FA 18:1	PC 34:1	PC 16:0-18:1	PC	760.585082	cid			54.962414	496.339766	496.33548232505814	-0.0	496.33548232505814	-0.004283674941859772	-8.630603884681218	0.0	REJECT	+H+	11811500000000	Glycerophospholipid		1	34	1		34:1	C42H83NO8P	18	1	0	18:1	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 760.58459@cid33.00 [184.07529298757862-761.5922609377724]
22.1	File_295.8452018507093_22.10	295.8452018507093	FTMS	+	ms2	-FA 18:0(FA)	FA 18:0	PC 38:3	PC 18:0-20:3	PC	812.616382	cid			312.6331	528.344852	528.3445770545932	-0.0	528.3445770545932	-2.74945406772531E-4	-0.5203903261490678	0.0	|\|	+H+	11816500000000	Glycerophospholipid		1	38	3		38:3	C46H87NO8P	18	0	0	18:0	C28H51NO6P	33.00	null	FTMS + p NSI d Full ms2 812.6181@cid33.00 [166.06236149410387-816.3341474653633]
22.1	File_295.8452018507093_22.10	295.8452018507093	FTMS	+	ms2	-FA 20:3(FA)	FA 20:3	PC 38:3	PC 18:0-20:3	PC	812.616382	cid			59773.754	506.360502	184.06609278222393	-0.0	184.06609278222393	-322.2944092177761	-1750971.1014461294	0.0	YES	+H+	11816500000000	Glycerophospholipid		1	38	3		38:3	C46H87NO8P	20	3	0	20:3	C26H53NO6P	33.00	null	FTMS + p NSI d Full ms2 812.6181@cid33.00 [166.06236149410387-816.3341474653633]
22.1	File_295.8452018507093_22.10	295.8452018507093	FTMS	+	ms2	-FA 18:0(KE)	FA 18:0	PC 38:3	PC 18:0-20:3	PC	812.616382	cid			164.5592	546.355416	546.3588033293169	-0.0	546.3588033293169	0.0033873293168653618	6.199825638800323	0.0	|/|	+H+	11816500000000	Glycerophospholipid		1	38	3		38:3	C46H87NO8P	18	0	0	18:0	C28H53NO7P	33.00	null	FTMS + p NSI d Full ms2 812.6181@cid33.00 [166.06236149410387-816.3341474653633]
22.1	File_295.8452018507093_22.10	295.8452018507093	FTMS	+	ms2	-FA 20:3(KE)	FA 20:3	PC 38:3	PC 18:0-20:3	PC	812.616382	cid			59773.754	524.371066	184.06609278222393	-0.0	184.06609278222393	-340.30497321777614	-1848819.4543272278	0.0	YES	+H+	11816500000000	Glycerophospholipid		1	38	3		38:3	C46H87NO8P	20	3	0	20:3	C26H55NO7P	33.00	null	FTMS + p NSI d Full ms2 812.6181@cid33.00 [166.06236149410387-816.3341474653633]
11.16	File_256.79380984129403_11.16	256.79380984129403	FTMS	+	ms2	-FA 10:0(KE)	FA 10:0	PC 26:0	PC 10:0-16:0	PC	650.475532	cid			47.273754	496.339767	496.34138367752325	-0.0	496.34138367752325	0.0016166775232591135	3.2571886536656014	0.0	YES	+H+	11801200000000	Glycerophospholipid		1	26	0		26:0	C34H69NO8P	10	0	0	10:0	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 650.43884@cid33.00 [184.07345155432347-651.4435214827572]
9.23	File_273.74873534610117_9.23	273.74873534610117	FTMS	+	ms2	-FA 15:0(KE)	FA 15:0	PC 31:3	PC 15:0-16:3	PC	731.533381	cid			56.0	507.319365	507.3241806018379	-0.0	507.3241806018379	0.004815601837890426	9.492159100671458	0.0	|\|	+NH4+	11807400000000	Glycerophospholipid		1	31	3		31:3	C39H76N2O8P	15	0	0	15:0	C24H48N2O7P	33.00	null	FTMS + p NSI d Full ms2 731.49189@cid33.00 [351.25320290382496-1426.7591152641103]
16.25	File_282.00148760483313_16.25	282.00148760483313	FTMS	+	ms2	-FA 18:3(KE)	FA 18:3	PC 36:6	PC 18:3-18:3	PC	778.538132	cid			98.10215	518.324116	518.3242888668665	-0.0	518.3242888668665	1.7286686647821625E-4	0.3335110281174143	0.0	|\|	+H+	11813600000000	Glycerophospholipid		1	36	6		36:6	C44H77NO8P	18	3	0	18:3	C26H49NO7P	33.00	null	FTMS + p NSI d Full ms2 778.53731@cid33.00 [184.07758563510038-779.5391106288848]
12.12	File_254.57720696913512_12.12	254.57720696913512	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 26:2	PC 8:0-18:2	PC	646.444231	cid			5504.055	384.214565	383.2064098446628	-0.0	383.2064098446628	-1.0081551553371924	-2630.8410544224976	0.0	YES	+H+	11801000000000	Glycerophospholipid		1	26	2		26:2	C34H65NO8P	18	2	0	18:2	C16H35NO7P	33.00	null	FTMS + p NSI d Full ms2 646.45263@cid33.00 [157.0858400355791-612.4211749875751]
18.85	File_284.59000822847844_18.85	284.59000822847844	FTMS	+	ms2	-FA 16:0(FA)	FA 16:0	PC 34:3	PC 16:0-18:3	PC	756.553782	cid			903.5436	500.313552	496.33958982720674	-0.0	496.33958982720674	-3.9739621727932786	-8006.538777567098	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	16	0	0	16:0	C26H47NO6P	33.00	null	FTMS + p NSI d Full ms2 756.55573@cid33.00 [166.0648392339504-759.4363304971654]
18.85	File_284.59000822847844_18.85	284.59000822847844	FTMS	+	ms2	-FA 18:3(FA)	FA 18:3	PC 34:3	PC 16:0-18:3	PC	756.553782	cid			293.9971	478.329202	478.32959900550367	-0.0	478.32959900550367	3.970055036575104E-4	0.8299831423414432	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	18	3	0	18:3	C24H49NO6P	33.00	null	FTMS + p NSI d Full ms2 756.55573@cid33.00 [166.0648392339504-759.4363304971654]
18.85	File_284.59000822847844_18.85	284.59000822847844	FTMS	+	ms2	-FA 16:1(FA)	FA 16:1	PC 34:3	PC 16:1-18:2	PC	756.553782	cid			903.5436	502.329202	496.33958982720674	-0.0	496.33958982720674	-5.989612172793272	-12067.568849139088	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	16	1	0	16:1	C26H49NO6P	33.00	null	FTMS + p NSI d Full ms2 756.55573@cid33.00 [166.0648392339504-759.4363304971654]
18.85	File_284.59000822847844_18.85	284.59000822847844	FTMS	+	ms2	-FA 16:0(KE)	FA 16:0	PC 34:3	PC 16:0-18:3	PC	756.553782	cid			903.5436	518.324116	496.33958982720674	-0.0	496.33958982720674	-21.984526172793267	-44293.31575272255	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	16	0	0	16:0	C26H49NO7P	33.00	null	FTMS + p NSI d Full ms2 756.55573@cid33.00 [166.0648392339504-759.4363304971654]
18.85	File_284.59000822847844_18.85	284.59000822847844	FTMS	+	ms2	-FA 18:3(KE)	FA 18:3	PC 34:3	PC 16:0-18:3	PC	756.553782	cid			903.5436	496.339766	496.33958982720674	-0.0	496.33958982720674	-1.7617279326032076E-4	-0.35494406827723074	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	18	3	0	18:3	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 756.55573@cid33.00 [166.0648392339504-759.4363304971654]
18.85	File_284.59000822847844_18.85	284.59000822847844	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 34:3	PC 16:1-18:2	PC	756.553782	cid			293.9971	494.324116	478.32959900550367	-0.0	478.32959900550367	-15.994516994496337	-33438.27567382529	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	18	2	0	18:2	C24H49NO7P	33.00	null	FTMS + p NSI d Full ms2 756.55573@cid33.00 [166.0648392339504-759.4363304971654]
