	RetentionTime	RAW_ID	Detector	Polarity	MS dimension	Fragment name	Structure information	Lipid species	Molecular lipid species	Lipid class	MS2 Precursor m/z	MS2 Activation	MS3 Precursor m/z	MS3 Activation	Intensity	Target m/z	Measured m/z	Applied m/z correction	Corrected measured m/z	m/z offset	ppmerror	Calibration m/z offset	Is apex	Adduct	Lipid ID	Lipid category	Conflicts	Charge	C index of lipid species	DB index of lipid species	OH index of lipid species	Sum composition of lipid species	Sum formula of lipid species	C index of structure information	DB index of structure information	OH index of structure information	Sum composition of structure information	Sum formula of structure information	MS2 collision energy	MS3 collision energy	Range ID
539617	15.06715	200422_M126_PM_TC_pos_Blank2-Blank2_15.06715	FTMS	+	ms			PC 36:2		PC					357.0	786.600732	786.59515	-0.0	786.59515	-0.005582000000003973	-7.0964078535241075	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
539996	15.08675	200422_M126_PM_TC_pos_Blank2-Blank2_15.08675	FTMS	+	ms			PC 36:2		PC					323.0	786.600732	786.5982700000001	-0.0	786.5982700000001	-0.0024620000000368236	-3.129933148768333	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
540374	15.106383333333001	200422_M126_PM_TC_pos_Blank2-Blank2_15.106383333333	FTMS	+	ms			PC 36:2		PC					324.0	786.600732	786.59796	-0.0	786.59796	-0.002772000000049957	-3.5240365993956515	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
540736	15.12605	200422_M126_PM_TC_pos_Blank2-Blank2_15.12605	FTMS	+	ms			PC 36:2		PC					401.0	786.600732	786.59796	-0.0	786.59796	-0.002772000000049957	-3.5240365993956515	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
541116	15.145716666667	200422_M126_PM_TC_pos_Blank2-Blank2_15.145716666667	FTMS	+	ms			PC 36:2		PC					479.0	786.600732	786.60156	-0.0	786.60156	0.0008279999999558639	1.052629491296539	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
541513	15.165366666667	200422_M126_PM_TC_pos_Blank2-Blank2_15.165366666667	FTMS	+	ms			PC 36:2		PC					541.0	786.600732	786.5982	-0.0	786.5982	-0.002531999999973777	-3.2189242232867774	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
541874	15.18505	200422_M126_PM_TC_pos_Blank2-Blank2_15.18505	FTMS	+	ms			PC 36:2		PC					535.0	786.600732	786.605	-0.0	786.605	0.0042680000000245855	5.425849060233007	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
542261	15.20465	200422_M126_PM_TC_pos_Blank2-Blank2_15.20465	FTMS	+	ms			PC 36:2		PC					557.0	786.600732	786.60175	-0.0	786.60175	0.0010180000000445943	1.2941745934897737	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
542628	15.224183333333	200422_M126_PM_TC_pos_Blank2-Blank2_15.224183333333	FTMS	+	ms			PC 36:2		PC					585.0	786.600732	786.60223	-0.0	786.60223	0.0014979999999695792	1.904393278887068	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
543018	15.243816666667	200422_M126_PM_TC_pos_Blank2-Blank2_15.243816666667	FTMS	+	ms			PC 36:2		PC					529.0	786.600732	786.5983	-0.0	786.5983	-0.0024319999999988795	-3.0917941215978724	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
543383	15.2634	200422_M126_PM_TC_pos_Blank2-Blank2_15.2634	FTMS	+	ms			PC 36:2		PC					425.0	786.600732	786.6022	-0.0	786.6022	0.0014680000000453222	1.8662546329584664	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
543715	15.282716666667	200422_M126_PM_TC_pos_Blank2-Blank2_15.282716666667	FTMS	+	ms			PC 36:2		PC					371.0	786.600732	786.59875	-0.0	786.59875	-0.001981999999998152	-2.519709063862804	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
544035	15.3019	200422_M126_PM_TC_pos_Blank2-Blank2_15.3019	FTMS	+	ms			PC 36:2		PC					296.0	786.600732	786.6062599999999	-0.0	786.6062599999999	0.005528000000026623	7.02765828487892	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
544366	15.321	200422_M126_PM_TC_pos_Blank2-Blank2_15.321	FTMS	+	ms			PC 36:2		PC					264.0	786.600732	786.5969	-0.0	786.5969	-0.003831999999988511	-4.871618487167329	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
544742	15.34065	200422_M126_PM_TC_pos_Blank2-Blank2_15.34065	FTMS	+	ms			PC 36:2		PC					251.0	786.600732	786.6034	-0.0	786.6034	0.002667999999971471	3.3917982047515567	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
545125	15.360166666666998	200422_M126_PM_TC_pos_Blank2-Blank2_15.360166666667	FTMS	+	ms			PC 36:2		PC					200.0	786.600732	786.59406	-0.0	786.59406	-0.006671999999980471	-8.48213880483724	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
545500	15.3796	200422_M126_PM_TC_pos_Blank2-Blank2_15.3796	FTMS	+	ms			PC 36:2		PC					196.0	786.600732	786.5989	-0.0	786.5989	-0.001832000000035805	-2.3290141901238424	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
545882	15.39915	200422_M126_PM_TC_pos_Blank2-Blank2_15.39915	FTMS	+	ms			PC 36:2		PC					160.0	786.600732	786.6010000000001	-0.0	786.6010000000001	0.00026800000000548607	0.3407064064315785	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
546274	15.418683333333002	200422_M126_PM_TC_pos_Blank2-Blank2_15.418683333333	FTMS	+	ms			PC 36:2		PC					226.0	786.600732	786.5978	-0.0	786.5978	-0.002931999999987056	-3.7274449534273497	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
546661	15.438416666666999	200422_M126_PM_TC_pos_Blank2-Blank2_15.438416666667	FTMS	+	ms			PC 36:2		PC					166.0	786.600732	786.5991	-0.0	786.5991	-0.0016319999999723225	-2.0747544714611577	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
547055	15.45815	200422_M126_PM_TC_pos_Blank2-Blank2_15.45815	FTMS	+	ms			PC 36:2		PC					185.0	786.600732	786.5981400000001	-0.0	786.5981400000001	-0.0025920000000496657	-3.2952022999312787	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
547455	15.47775	200422_M126_PM_TC_pos_Blank2-Blank2_15.47775	FTMS	+	ms			PC 36:2		PC					149.0	786.600732	786.5983	-0.0	786.5983	-0.0024319999999988795	-3.0917941215978724	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
547859	15.4974	200422_M126_PM_TC_pos_Blank2-Blank2_15.4974	FTMS	+	ms			PC 36:2		PC					147.0	786.600732	786.59485	-0.0	786.59485	-0.005882000000042353	-7.477801310347194	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
548257	15.51705	200422_M126_PM_TC_pos_Blank2-Blank2_15.51705	FTMS	+	ms			PC 36:2		PC					149.0	786.600732	786.5946	-0.0	786.5946	-0.006131999999979597	-7.795629413143184	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
548642	15.536733333333002	200422_M126_PM_TC_pos_Blank2-Blank2_15.536733333333	FTMS	+	ms			PC 36:2		PC					214.0	786.600732	786.59503	-0.0	786.59503	-0.0057020000000420614	-7.248965201371871	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
549051	15.556333333333	200422_M126_PM_TC_pos_Blank2-Blank2_15.556333333333	FTMS	+	ms			PC 36:2		PC					177.0	786.600732	786.5980000000001	-0.0	786.5980000000001	-0.00273200000003726	-3.4731845237812204	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
549451	15.575833333333001	200422_M126_PM_TC_pos_Blank2-Blank2_15.575833333333	FTMS	+	ms			PC 36:2		PC					200.0	786.600732	786.60156	-0.0	786.60156	0.0008279999999558639	1.052629491296539	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
549859	15.595516666666999	200422_M126_PM_TC_pos_Blank2-Blank2_15.595516666667	FTMS	+	ms			PC 36:2		PC					252.0	786.600732	786.5986	-0.0	786.5986	-0.002131999999960499	-2.7104040103306803	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
550260	15.6151	200422_M126_PM_TC_pos_Blank2-Blank2_15.6151	FTMS	+	ms			PC 36:2		PC					240.0	786.600732	786.6012599999999	-0.0	786.6012599999999	0.0005280000000311702	0.6712422505287751	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
550648	15.63475	200422_M126_PM_TC_pos_Blank2-Blank2_15.63475	FTMS	+	ms			PC 36:2		PC					199.0	786.600732	786.5939999999999	-0.0	786.5939999999999	-0.006731999999942673	-8.558417684272538	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
551043	15.654416666666998	200422_M126_PM_TC_pos_Blank2-Blank2_15.654416666667	FTMS	+	ms			PC 36:2		PC					208.0	786.600732	786.5991	-0.0	786.5991	-0.0016319999999723225	-2.0747544714611577	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
551440	15.6741	200422_M126_PM_TC_pos_Blank2-Blank2_15.6741	FTMS	+	ms			PC 36:2		PC					164.0	786.600732	786.5957	-0.0	786.5957	-0.005032000000028347	-6.397187271718301	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
551824	15.693733333333002	200422_M126_PM_TC_pos_Blank2-Blank2_15.693733333333	FTMS	+	ms			PC 36:2		PC					156.0	786.600732	786.59863	-0.0	786.59863	-0.0021020000000362415	-2.6722650153055083	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
552192	15.713316666667	200422_M126_PM_TC_pos_Blank2-Blank2_15.713316666667	FTMS	+	ms			PC 36:2		PC					146.0	786.600732	786.59875	-0.0	786.59875	-0.001981999999998152	-2.519709063862804	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
552563	15.7329	200422_M126_PM_TC_pos_Blank2-Blank2_15.7329	FTMS	+	ms			PC 36:2		PC					104.0	786.600732	786.60004	-0.0	786.60004	-0.0006919999999581705	-0.8797355260218019	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
553302	15.7722	200422_M126_PM_TC_pos_Blank2-Blank2_15.7722	FTMS	+	ms			PC 36:2		PC					158.0	786.600732	786.5991	-0.0	786.5991	-0.0016319999999723225	-2.0747544714611577	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
553672	15.791816666667	200422_M126_PM_TC_pos_Blank2-Blank2_15.791816666667	FTMS	+	ms			PC 36:2		PC					128.0	786.600732	786.6067	-0.0	786.6067	0.005968000000052598	7.58701902749188	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
554065	15.811433333333001	200422_M126_PM_TC_pos_Blank2-Blank2_15.811433333333	FTMS	+	ms			PC 36:2		PC					148.0	786.600732	786.60223	-0.0	786.60223	0.0014979999999695792	1.904393278887068	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
554438	15.831033333333002	200422_M126_PM_TC_pos_Blank2-Blank2_15.831033333333	FTMS	+	ms			PC 36:2		PC					161.0	786.600732	786.59454	-0.0	786.59454	-0.0061919999999418	-7.871908187847071	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
554817	15.850733333333	200422_M126_PM_TC_pos_Blank2-Blank2_15.850733333333	FTMS	+	ms			PC 36:2		PC					172.0	786.600732	786.59485	-0.0	786.59485	-0.005882000000042353	-7.477801310347194	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
555188	15.870383333333	200422_M126_PM_TC_pos_Blank2-Blank2_15.870383333333	FTMS	+	ms			PC 36:2		PC					197.0	786.600732	786.5946700000001	-0.0	786.5946700000001	-0.0060620000000426435	-7.7066375240537095	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
555565	15.890033333333001	200422_M126_PM_TC_pos_Blank2-Blank2_15.890033333333	FTMS	+	ms			PC 36:2		PC					152.0	786.600732	786.5946	-0.0	786.5946	-0.006131999999979597	-7.795629413143184	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
555955	15.909683333333001	200422_M126_PM_TC_pos_Blank2-Blank2_15.909683333333	FTMS	+	ms			PC 36:2		PC					148.0	786.600732	786.5942	-0.0	786.5942	-0.006531999999992878	-8.304154797979537	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
556315	15.9294	200422_M126_PM_TC_pos_Blank2-Blank2_15.9294	FTMS	+	ms			PC 36:2		PC					110.0	786.600732	786.5971	-0.0	786.5971	-0.003632000000038715	-4.617357475687001	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
556689	15.949083333333002	200422_M126_PM_TC_pos_Blank2-Blank2_15.949083333333	FTMS	+	ms			PC 36:2		PC					102.0	786.600732	786.5957599999999	-0.0	786.5957599999999	-0.00497199999995246	-6.320908721847749	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
557070	15.968833333333	200422_M126_PM_TC_pos_Blank2-Blank2_15.968833333333	FTMS	+	ms			PC 36:2		PC					108.0	786.600732	786.60376	-0.0	786.60376	0.003027999999972053	3.849460368676668	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
557453	15.9884	200422_M126_PM_TC_pos_Blank2-Blank2_15.9884	FTMS	+	ms			PC 36:2		PC					100.0	786.600732	786.5956	-0.0	786.5956	-0.005132000000003245	-6.524318213835985	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
557833	16.0081	200422_M126_PM_TC_pos_Blank2-Blank2_16.0081	FTMS	+	ms			PC 36:2		PC					101.0	786.600732	786.60065	-0.0	786.60065	-8.200000002034358e-05	-0.10424603643582492	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
558203	16.027833333333	200422_M126_PM_TC_pos_Blank2-Blank2_16.027833333333	FTMS	+	ms			PC 36:2		PC					105.0	786.600732	786.5954	-0.0	786.5954	-0.005331999999953041	-6.778580195044418	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
558945	16.067166666667	200422_M126_PM_TC_pos_Blank2-Blank2_16.067166666667	FTMS	+	ms			PC 36:2		PC					105.0	786.600732	786.6025	-0.0	786.6025	0.0017679999999700156	2.2476409622013858	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
560776	16.165333333333002	200422_M126_PM_TC_pos_Blank2-Blank2_16.165333333333	FTMS	+	ms			PC 36:2		PC					114.0	786.600732	786.5987	-0.0	786.5987	-0.0020319999999856013	-2.5832740379377706	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
564393	16.36195	200422_M126_PM_TC_pos_Blank2-Blank2_16.36195	FTMS	+	ms			PC 36:2		PC					117.0	786.600732	786.5943	-0.0	786.5943	-0.006432000000017979	-8.17702340331983	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
564753	16.381566666667	200422_M126_PM_TC_pos_Blank2-Blank2_16.381566666667	FTMS	+	ms			PC 36:2		PC					116.0	786.600732	786.59784	-0.0	786.59784	-0.0028919999999743595	-3.676592857125516	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
567355	16.519333333333	200422_M126_PM_TC_pos_Blank2-Blank2_16.519333333333	FTMS	+	ms			PC 36:2		PC					101.0	786.600732	786.6070599999999	-0.0	786.6070599999999	0.00632800000005318	8.04467735142522	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
626242	19.9987	200422_M126_PM_TC_pos_Blank2-Blank2_19.9987	FTMS	+	ms			PC 36:2		PC					127.0	786.600732	786.60156	-0.0	786.60156	0.0008279999999558639	1.052629491296539	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
635202	20.018366666667	200422_M126_PM_TC_pos_Blank2-Blank2_20.018366666667	FTMS	+	ms			PC 36:2		PC					116.0	786.600732	786.60474	-0.0	786.60474	0.0040079999999989005	5.095316359266919	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
883236	14.428866666666998	200422_M126_PM_TC_pos_blank_neu-Blank_14.428866666667	FTMS	+	ms			PC 36:2		PC					101.0	786.600732	786.60364	-0.0	786.60364	0.0029080000000476502	3.696906360676961	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
953717	19.8268	200422_M126_PM_TC_pos_blank_neu-Blank_19.8268	FTMS	+	ms			PC 36:2		PC					122.0	786.600732	786.6041	-0.0	786.6041	0.0033680000000231303	4.2816964722445885	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
953974	19.846416666667	200422_M126_PM_TC_pos_blank_neu-Blank_19.846416666667	FTMS	+	ms			PC 36:2		PC					115.0	786.600732	786.6062	-0.0	786.6062	0.005467999999950735	6.9513817714006505	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
954221	19.865966666667	200422_M126_PM_TC_pos_blank_neu-Blank_19.865966666667	FTMS	+	ms			PC 36:2		PC					101.0	786.600732	786.60767	-0.0	786.60767	0.006937999999991007	8.82015299951373	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1031810	26.285666666666998	200422_M126_PM_TC_pos_blank_neu-Blank_26.285666666667	FTMS	+	ms			PC 36:2		PC					128.0	786.600732	786.6016	-0.0	786.6016	0.0008679999999685607	1.1034811014477477	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1178089	11.342066666666998	200422_M126_PM_TC_pos_Soy-Soy _11.342066666667	FTMS	+	ms			PC 36:2		PC					118.0	786.600732	786.59546	-0.0	786.59546	-0.00527199999999084	-6.702301587134562	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1179322	11.400166666667	200422_M126_PM_TC_pos_Soy-Soy _11.400166666667	FTMS	+	ms			PC 36:2		PC					104.0	786.600732	786.596	-0.0	786.596	-0.004731999999989967	-6.015794639166696	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1179732	11.419583333333001	200422_M126_PM_TC_pos_Soy-Soy _11.419583333333	FTMS	+	ms			PC 36:2		PC					102.0	786.600732	786.59717	-0.0	786.59717	-0.003561999999988075	-4.528366152128509	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1180592	11.458416666666999	200422_M126_PM_TC_pos_Soy-Soy _11.458416666667	FTMS	+	ms			PC 36:2		PC					112.0	786.600732	786.6008	-0.0	786.6008	6.800000005569018e-05	0.08644791621835393	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1181021	11.47785	200422_M126_PM_TC_pos_Soy-Soy _11.47785	FTMS	+	ms			PC 36:2		PC					100.0	786.600732	786.5953	-0.0	786.5953	-0.005432000000041626	-6.9057112342797184	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1207476	12.828533333333	200422_M126_PM_TC_pos_Soy-Soy _12.828533333333	FTMS	+	ms			PC 36:2		PC					1003.0	786.600732	786.59717	-0.0	786.59717	-0.003561999999988075	-4.528366152128509	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1207704	12.88395	200422_M126_PM_TC_pos_Soy-Soy _12.88395	FTMS	+	ms			PC 36:2		PC					387.0	786.600732	786.5994	-0.0	786.5994	-0.0013320000000476284	-1.693365136113285	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1207803	12.90245	200422_M126_PM_TC_pos_Soy-Soy _12.90245	FTMS	+	ms			PC 36:2		PC					381.0	786.600732	786.59454	-0.0	786.59454	-0.0061919999999418	-7.871908187847071	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1208695	12.959133333333002	200422_M126_PM_TC_pos_Soy-Soy _12.959133333333	FTMS	+	ms			PC 36:2		PC					100.0	786.600732	786.5942	-0.0	786.5942	-0.006531999999992878	-8.304154797979537	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1223900	13.71445	200422_M126_PM_TC_pos_Soy-Soy _13.71445	FTMS	+	ms			PC 36:2		PC					4285.0	786.600732	786.5977	-0.0	786.5977	-0.003031999999961954	-3.854575216736528	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1226623	13.9585	200422_M126_PM_TC_pos_Soy-Soy _13.9585	FTMS	+	ms			PC 36:2		PC					1026.0	786.600732	786.5948	-0.0	786.5948	-0.005932000000029802	-7.541366914744164	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1227491	13.9974	200422_M126_PM_TC_pos_Soy-Soy _13.9974	FTMS	+	ms			PC 36:2		PC					496.0	786.600732	786.5953	-0.0	786.5953	-0.005432000000041626	-6.9057112342797184	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1227907	14.016816666667	200422_M126_PM_TC_pos_Soy-Soy _14.016816666667	FTMS	+	ms			PC 36:2		PC					316.0	786.600732	786.5946700000001	-0.0	786.5946700000001	-0.0060620000000426435	-7.7066375240537095	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1229004	14.074933333333002	200422_M126_PM_TC_pos_Soy-Soy _14.074933333333	FTMS	+	ms			PC 36:2		PC					688.0	786.600732	786.6013	-0.0	786.6013	0.0005680000000438667	0.7220938994683415	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1231330	14.207783333333001	200422_M126_PM_TC_pos_Soy-Soy _14.207783333333	FTMS	+	ms			PC 36:2		PC					460.0	786.600732	786.5948	-0.0	786.5948	-0.005932000000029802	-7.541366914744164	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
1231757	14.2271	200422_M126_PM_TC_pos_Soy-Soy _14.2271	FTMS	+	ms			PC 36:2		PC					305.0	786.600732	786.5951	-0.0	786.5951	-0.005631999999991422	-7.1599734094344365	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
